id,pokedex_number,name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
785,672,Skiddo,6,Normal,Mount,1,Grass,None,0.9,31.0,2,Sap Sipper,None,Grass Pelt,350,66,65,48,62,57,52,200.0,70.0,70.0,Medium Fast,1.0,2.0,0.5,0.5,0.0,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
786,673,Gogoat,6,Normal,Mount,1,Grass,None,1.7,91.0,2,Sap Sipper,None,Grass Pelt,531,123,100,62,97,81,68,45.0,70.0,186.0,Medium Fast,1.0,2.0,0.5,0.5,0.0,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
787,674,Pancham,6,Normal,Playful,1,Fighting,None,0.6,8.0,3,Iron Fist,Mold Breaker,Scrappy,348,67,82,62,46,48,43,220.0,70.0,70.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
788,675,Pangoro,6,Normal,Daunting,2,Fighting,Dark,2.1,136.0,3,Iron Fist,Mold Breaker,Scrappy,495,95,124,78,69,71,58,65.0,70.0,173.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
789,676,Furfrou,6,Normal,Poodle,1,Normal,None,1.2,28.0,1,Fur Coat,None,None,472,75,80,60,65,90,102,160.0,70.0,165.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
790,677,Espurr,6,Normal,Restraint,1,Psychic,None,0.3,3.5,3,Keen Eye,Infiltrator,Own Tempo,355,62,48,54,63,60,68,190.0,70.0,71.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
791,678,Meowstic Male,6,Normal,Constraint,1,Psychic,None,0.6,8.5,3,Keen Eye,Infiltrator,Prankster,466,74,48,76,83,81,104,75.0,70.0,163.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
792,678,Meowstic Female,6,Normal,Constraint,1,Psychic,None,0.6,8.5,3,Keen Eye,Infiltrator,Competitive,466,74,48,76,83,81,104,75.0,70.0,163.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
793,679,Honedge,6,Normal,Sword,2,Steel,Ghost,0.8,2.0,1,No Guard,None,None,325,45,80,100,35,37,28,180.0,70.0,65.0,Medium Fast,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
794,680,Doublade,6,Normal,Sword,2,Steel,Ghost,0.8,4.5,1,No Guard,None,None,448,59,110,150,45,49,35,90.0,70.0,157.0,Medium Fast,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
795,681,Aegislash Blade Forme,6,Normal,Royal Sword,2,Steel,Ghost,1.7,53.0,1,Stance Change,None,None,520,60,150,50,150,50,60,45.0,70.0,234.0,Medium Fast,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
796,681,Aegislash Shield Forme,6,Normal,Royal Sword,2,Steel,Ghost,1.7,53.0,1,Stance Change,None,None,520,60,50,150,50,150,60,45.0,70.0,234.0,Medium Fast,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
797,682,Spritzee,6,Normal,Perfume,1,Fairy,None,0.2,0.5,2,Healer,None,Aroma Veil,341,78,52,60,63,65,23,200.0,70.0,68.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
798,683,Aromatisse,6,Normal,Fragrance,1,Fairy,None,0.8,15.5,2,Healer,None,Aroma Veil,462,101,72,72,99,89,29,140.0,70.0,162.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
799,684,Swirlix,6,Normal,Cotton Candy,1,Fairy,None,0.4,3.5,2,Sweet Veil,None,Unburden,341,62,48,66,59,57,49,200.0,70.0,68.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
800,685,Slurpuff,6,Normal,Meringue,1,Fairy,None,0.8,5.0,2,Sweet Veil,None,Unburden,480,82,80,86,85,75,72,140.0,70.0,168.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
801,686,Inkay,6,Normal,Revolving,2,Dark,Psychic,0.4,3.5,3,Contrary,Suction Cups,Infiltrator,288,53,54,53,37,46,45,190.0,70.0,58.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0
802,687,Malamar,6,Normal,Overturning,2,Dark,Psychic,1.5,47.0,3,Contrary,Suction Cups,Infiltrator,482,86,92,88,68,75,73,80.0,70.0,169.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0
803,688,Binacle,6,Normal,Two-Handed,2,Rock,Water,0.5,31.0,3,Sniper,Tough Claws,Pickpocket,306,42,52,67,39,56,50,120.0,70.0,61.0,Medium Fast,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
804,689,Barbaracle,6,Normal,Collective,2,Rock,Water,1.3,96.0,3,Sniper,Tough Claws,Pickpocket,500,72,105,115,54,86,68,45.0,70.0,175.0,Medium Fast,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
805,690,Skrelp,6,Normal,Mock Kelp,2,Poison,Water,0.5,7.3,3,Poison Point,Poison Touch,Adaptability,320,50,60,60,60,60,30,225.0,70.0,64.0,Medium Fast,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
806,691,Dragalge,6,Normal,Mock Kelp,2,Poison,Dragon,1.8,81.5,3,Poison Point,Poison Touch,Adaptability,494,65,75,90,97,123,44,55.0,70.0,173.0,Medium Fast,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0
807,692,Clauncher,6,Normal,Water Gun,1,Water,None,0.5,8.3,1,Mega Launcher,None,None,330,50,53,62,58,63,44,225.0,70.0,66.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
808,693,Clawitzer,6,Normal,Howitzer,1,Water,None,1.3,35.3,1,Mega Launcher,None,None,500,71,73,88,120,89,59,55.0,70.0,100.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
809,694,Helioptile,6,Normal,Generator,2,Electric,Normal,0.5,6.0,3,Dry Skin,Sand Veil,Solar Power,289,44,38,33,61,43,70,190.0,70.0,58.0,Medium Fast,1.0,1.25,0.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
810,695,Heliolisk,6,Normal,Generator,2,Electric,Normal,1.0,21.0,3,Dry Skin,Sand Veil,Solar Power,481,62,55,52,109,94,109,75.0,70.0,168.0,Medium Fast,1.0,1.25,0.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
811,696,Tyrunt,6,Normal,Royal Heir,2,Rock,Dragon,0.8,26.0,2,Strong Jaw,None,Sturdy,362,58,89,77,45,45,48,45.0,70.0,72.0,Medium Fast,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
812,697,Tyrantrum,6,Normal,Despot,2,Rock,Dragon,2.5,270.0,2,Strong Jaw,None,Rock Head,521,82,121,119,69,59,71,45.0,70.0,182.0,Medium Fast,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
813,698,Amaura,6,Normal,Tundra,2,Rock,Ice,1.3,25.2,2,Refrigerate,None,Snow Warning,362,77,59,50,67,63,46,45.0,70.0,72.0,Medium Fast,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0
814,699,Aurorus,6,Normal,Tundra,2,Rock,Ice,2.7,225.0,2,Refrigerate,None,Snow Warning,521,123,77,72,99,92,58,45.0,70.0,104.0,Medium Fast,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0
815,700,Sylveon,6,Normal,Intertwining,1,Fairy,None,1.0,23.5,2,Cute Charm,None,Pixilate,525,95,65,65,110,130,60,45.0,70.0,184.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
816,701,Hawlucha,6,Normal,Wrestling,2,Fighting,Flying,0.8,21.5,3,Limber,Unburden,Mold Breaker,500,78,92,75,74,63,118,100.0,70.0,175.0,Medium Fast,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0
817,702,Dedenne,6,Normal,Antenna,2,Electric,Fairy,0.2,2.2,3,Cheek Pouch,Pickup,Plus,431,67,58,57,81,67,101,180.0,70.0,151.0,Medium Fast,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
818,703,Carbink,6,Normal,Jewel,2,Rock,Fairy,0.3,5.7,2,Clear Body,None,Sturdy,500,50,50,150,50,150,50,60.0,70.0,100.0,Slow,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0
819,704,Goomy,6,Normal,Soft Tissue,1,Dragon,None,0.3,2.8,3,Sap Sipper,Hydration,Gooey,300,45,50,35,55,75,40,45.0,35.0,60.0,Slow,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
820,705,Sliggoo,6,Normal,Soft Tissue,1,Dragon,None,0.8,17.5,3,Sap Sipper,Hydration,Gooey,452,68,75,53,83,113,60,45.0,35.0,158.0,Slow,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
821,706,Goodra,6,Normal,Dragon,1,Dragon,None,2.0,150.5,3,Sap Sipper,Hydration,Gooey,600,90,100,70,110,150,80,45.0,35.0,270.0,Slow,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
822,707,Klefki,6,Normal,Key Ring,2,Steel,Fairy,0.2,3.0,2,Prankster,None,Magician,470,57,80,91,80,87,75,75.0,70.0,165.0,Fast,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
823,708,Phantump,6,Normal,Stump,2,Ghost,Grass,0.4,7.0,3,Natural Cure,Frisk,Harvest,309,43,70,48,50,60,38,120.0,70.0,62.0,Medium Fast,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
824,709,Trevenant,6,Normal,Elder Tree,2,Ghost,Grass,1.5,71.0,3,Natural Cure,Frisk,Harvest,474,85,110,76,65,82,56,60.0,70.0,166.0,Medium Fast,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
825,710,Pumpkaboo Average Size,6,Normal,Pumpkin,2,Ghost,Grass,0.4,5.0,3,Pickup,Frisk,Insomnia,335,49,66,70,44,55,51,120.0,70.0,67.0,Medium Fast,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
826,710,Pumpkaboo Small Size,6,Normal,Pumpkin,2,Ghost,Grass,0.3,3.5,3,Pickup,Frisk,Insomnia,335,44,66,70,44,55,56,120.0,70.0,67.0,Medium Fast,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
827,710,Pumpkaboo Large Size,6,Normal,Pumpkin,2,Ghost,Grass,0.5,7.5,3,Pickup,Frisk,Insomnia,335,54,66,70,44,55,46,120.0,70.0,67.0,Medium Fast,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
828,710,Pumpkaboo Super Size,6,Normal,Pumpkin,2,Ghost,Grass,0.8,15.0,3,Pickup,Frisk,Insomnia,335,59,66,70,44,55,41,120.0,70.0,67.0,Medium Fast,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
829,711,Gourgeist Average Size,6,Normal,Pumpkin,2,Ghost,Grass,0.9,12.5,3,Pickup,Frisk,Insomnia,494,65,90,122,58,75,84,60.0,70.0,173.0,Medium Fast,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
830,711,Gourgeist Small Size,6,Normal,Pumpkin,2,Ghost,Grass,0.7,9.5,3,Pickup,Frisk,Insomnia,494,55,85,122,58,75,99,60.0,70.0,173.0,Medium Fast,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
831,711,Gourgeist Large Size,6,Normal,Pumpkin,2,Ghost,Grass,1.1,14.0,3,Pickup,Frisk,Insomnia,494,75,95,122,58,75,69,60.0,70.0,173.0,Medium Fast,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
832,711,Gourgeist Super Size,6,Normal,Pumpkin,2,Ghost,Grass,1.7,39.0,3,Pickup,Frisk,Insomnia,494,85,100,122,58,75,54,60.0,70.0,173.0,Medium Fast,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
833,712,Bergmite,6,Normal,Ice Chunk,1,Ice,None,1.0,99.5,3,Own Tempo,Ice Body,Sturdy,304,55,69,85,32,35,28,190.0,70.0,61.0,Medium Fast,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
834,713,Avalugg,6,Normal,Iceberg,1,Ice,None,2.0,505.0,3,Own Tempo,Ice Body,Sturdy,514,95,117,184,44,46,28,55.0,70.0,180.0,Medium Fast,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
835,714,Noibat,6,Normal,Sound Wave,2,Flying,Dragon,0.5,8.0,3,Frisk,Infiltrator,Telepathy,245,40,30,35,45,40,55,190.0,70.0,49.0,Medium Fast,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
836,715,Noivern,6,Normal,Sound Wave,2,Flying,Dragon,1.5,85.0,3,Frisk,Infiltrator,Telepathy,535,85,70,80,97,80,123,45.0,70.0,187.0,Medium Fast,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
837,716,Xerneas,6,Legendary,Life,1,Fairy,None,3.0,215.0,1,Fairy Aura,None,None,680,126,131,95,131,98,99,45.0,0.0,306.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
838,717,Yveltal,6,Legendary,Destruction,2,Dark,Flying,5.8,203.0,1,Dark Aura,None,None,680,126,131,95,131,98,99,45.0,0.0,306.0,Slow,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
839,718,Zygarde 50% Forme,6,Legendary,Order,2,Dragon,Ground,5.0,305.0,2,Aura Break,Power Construct,None,600,108,100,121,81,95,95,3.0,0.0,270.0,Slow,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
840,718,Zygarde 10% Forme,6,Legendary,Order,2,Dragon,Ground,1.2,33.5,2,Aura Break,Power Construct,None,486,54,100,71,61,85,115,3.0,0.0,219.0,Slow,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
841,718,Zygarde Complete Forme,6,Legendary,Order,2,Dragon,Ground,4.5,610.0,1,Power Construct,None,None,708,216,100,121,91,95,85,3.0,0.0,319.0,Slow,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
842,719,Diancie,6,Mythical,Jewel,2,Rock,Fairy,0.7,8.8,1,Clear Body,None,None,600,50,100,150,100,150,50,3.0,70.0,270.0,Slow,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0
843,719,Mega Diancie,6,Mythical,Jewel,2,Rock,Fairy,1.1,27.8,1,Magic Bounce,None,None,700,50,160,110,160,110,110,3.0,70.0,315.0,Slow,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0
844,720,Hoopa Hoopa Confined,6,Mythical,Mischief,2,Psychic,Ghost,0.5,9.0,1,Magician,None,None,600,80,110,60,150,130,70,3.0,100.0,270.0,Slow,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,1.0,4.0,1.0,1.0
845,720,Hoopa Hoopa Unbound,6,Mythical,Djinn,2,Psychic,Dark,6.5,490.0,1,Magician,None,None,680,80,160,60,170,130,80,3.0,100.0,306.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0
846,721,Volcanion,6,Mythical,Steam,2,Fire,Water,1.7,195.0,1,Water Absorb,None,None,600,80,110,120,130,90,70,3.0,100.0,270.0,Slow,1.0,0.25,0.0,2.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5
847,722,Rowlet,7,Normal,Grass Quill,2,Grass,Flying,0.3,1.5,2,Overgrow,None,Long Reach,320,68,55,55,50,50,42,45.0,70.0,64.0,Medium Slow,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
848,723,Dartrix,7,Normal,Blade Quill,2,Grass,Flying,0.7,16.0,2,Overgrow,None,Long Reach,420,78,75,75,70,70,52,45.0,70.0,147.0,Medium Slow,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
849,724,Decidueye,7,Normal,Arrow Quill,2,Grass,Ghost,1.6,36.6,2,Overgrow,None,Long Reach,530,78,107,75,100,100,70,45.0,70.0,239.0,Medium Slow,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
850,725,Litten,7,Normal,Fire Cat,1,Fire,None,0.4,4.3,2,Blaze,None,Intimidate,320,45,65,40,60,40,70,45.0,70.0,64.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
851,726,Torracat,7,Normal,Fire Cat,1,Fire,None,0.7,25.0,2,Blaze,None,Intimidate,420,65,85,50,80,50,90,45.0,70.0,147.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
852,727,Incineroar,7,Normal,Heel,2,Fire,Dark,1.8,83.0,2,Blaze,None,Intimidate,530,95,115,90,80,90,60,45.0,70.0,239.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
853,728,Popplio,7,Normal,Sea Lion,1,Water,None,0.4,7.5,2,Torrent,None,Liquid Voice,320,50,54,54,66,56,40,45.0,70.0,64.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
854,729,Brionne,7,Normal,Pop Star,1,Water,None,0.6,17.5,2,Torrent,None,Liquid Voice,420,60,69,69,91,81,50,45.0,70.0,147.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
855,730,Primarina,7,Normal,Soloist,2,Water,Fairy,1.8,44.0,2,Torrent,None,Liquid Voice,530,80,74,74,126,116,60,45.0,70.0,239.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
856,731,Pikipek,7,Normal,Woodpecker,2,Normal,Flying,0.3,1.2,3,Keen Eye,Skill Link,Pickup,265,35,75,30,30,30,65,255.0,70.0,53.0,Medium Fast,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
857,732,Trumbeak,7,Normal,Bugle Beak,2,Normal,Flying,0.6,14.8,3,Keen Eye,Skill Link,Pickup,355,55,85,50,40,50,75,120.0,70.0,124.0,Medium Fast,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
858,733,Toucannon,7,Normal,Cannon,2,Normal,Flying,1.1,26.0,3,Keen Eye,Skill Link,Sheer Force,485,80,120,75,75,75,60,45.0,70.0,218.0,Medium Fast,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
859,734,Yungoos,7,Normal,Loitering,1,Normal,None,0.4,6.0,3,Strong Jaw,Stakeout,Adaptability,253,48,70,30,30,30,45,255.0,70.0,51.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
860,735,Gumshoos,7,Normal,Stakeout,1,Normal,None,0.7,14.2,3,Strong Jaw,Stakeout,Adaptability,418,88,110,60,55,60,45,127.0,70.0,146.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
861,736,Grubbin,7,Normal,Larva,1,Bug,None,0.4,4.4,1,Swarm,None,None,300,47,62,45,55,45,46,255.0,70.0,60.0,Medium Fast,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
862,737,Charjabug,7,Normal,Battery,2,Bug,Electric,0.5,10.5,1,Battery,None,None,400,57,82,95,55,75,36,120.0,70.0,140.0,Medium Fast,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
863,738,Vikavolt,7,Normal,Stag Beetle,2,Bug,Electric,1.5,45.0,1,Levitate,None,None,500,77,70,90,145,75,43,45.0,70.0,225.0,Medium Fast,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
864,739,Crabrawler,7,Normal,Boxing,1,Fighting,None,0.6,7.0,3,Hyper Cutter,Iron Fist,Anger Point,338,47,82,57,42,47,63,225.0,70.0,68.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
865,740,Crabominable,7,Normal,Woolly Crab,2,Fighting,Ice,1.7,180.0,3,Hyper Cutter,Iron Fist,Anger Point,478,97,132,77,62,67,43,60.0,70.0,167.0,Medium Fast,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0
866,741,Oricorio Baile Style,7,Normal,Dancing,2,Fire,Flying,0.6,3.4,1,Dancer,None,None,476,75,70,70,98,70,93,45.0,70.0,167.0,Medium Fast,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
867,741,Oricorio Pom-Pom Style,7,Normal,Dancing,2,Electric,Flying,0.6,3.4,1,Dancer,None,None,476,75,70,70,98,70,93,45.0,70.0,167.0,Medium Fast,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
868,741,Oricorio Pa'u Style,7,Normal,Dancing,2,Psychic,Flying,0.6,3.4,1,Dancer,None,None,476,75,70,70,98,70,93,45.0,70.0,167.0,Medium Fast,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
